stationID,DATETIMEDATA,PM25,PM10,O3,CO,NO2,SO2,WS,WD,TEMP,RH,BP,RAIN
68t,2023-09-09 09:00:00,4.0,,1.0,,1.0,1.0,0.2,254,27.7,82,727,0.0
68t,2023-09-09 10:00:00,4.0,,3.0,,1.0,,0.3,252,29.2,74,727,0.0
68t,2023-09-09 11:00:00,5.0,,3.0,,1.0,,0.4,237,30.5,69,727,0.0
68t,2023-09-09 12:00:00,4.0,,4.0,,1.0,,0.3,209,32.3,62,726,0.0
68t,2023-09-10 08:00:00,4.0,,,,1.0,,0.1,215,25.9,88,727,0.0
68t,2023-09-10 09:00:00,4.0,,,,1.0,,0.0,231,26.3,85,727,0.0
68t,2023-09-10 10:00:00,3.0,,1.0,,1.0,,0.1,168,27.2,81,727,0.0
68t,2023-09-10 11:00:00,2.0,,1.0,,1.0,,0.1,148,28.3,75,727,0.0
68t,2023-09-10 12:00:00,2.0,,1.0,,1.0,,0.1,141,28.6,74,726,0.0
68t,2023-09-11 08:00:00,3.0,,,,1.0,1.0,0.1,272,27.2,81,727,0.0
68t,2023-09-11 09:00:00,5.0,,1.0,,1.0,1.0,0.1,250,28.3,75,727,0.0
68t,2023-09-11 10:00:00,7.0,,1.0,,1.0,1.0,0.1,242,29.1,70,727,0.0
68t,2023-09-11 11:00:00,5.0,,3.0,,1.0,1.0,0.0,80,30.0,64,727,0.0
68t,2023-09-11 12:00:00,3.0,,3.0,,1.0,1.0,0.1,245,31.6,59,726,0.0
68t,2023-09-12 08:00:00,3.0,,1.0,,1.0,1.0,0.1,306,26.2,77,728,0.0
68t,2023-09-12 09:00:00,4.0,,1.0,,1.0,1.0,0.1,307,27.3,74,728,0.0
68t,2023-09-12 10:00:00,4.0,,3.0,,1.0,1.0,0.1,320,29.3,65,728,0.0
68t,2023-09-12 11:00:00,3.0,,4.0,,1.0,1.0,0.1,247,29.6,64,728,0.0
68t,2023-09-12 12:00:00,4.0,,3.0,,1.0,1.0,0.3,272,29.7,65,727,0.0
68t,2023-09-13 08:00:00,5.0,,3.0,,1.0,,0.1,319,27.7,68,728,0.0
68t,2023-09-13 09:00:00,7.0,,3.0,,1.0,1.0,0.1,219,29.7,61,729,0.0
68t,2023-09-13 10:00:00,5.0,,3.0,,1.0,1.0,0.1,227,31.5,56,729,0.0
68t,2023-09-13 11:00:00,7.0,,4.0,,1.0,,0.3,246,32.7,53,728,0.0
68t,2023-09-13 12:00:00,5.0,,4.0,,1.0,,0.4,275,31.9,56,728,0.0
68t,2023-09-14 08:00:00,6.0,,1.0,,1.0,1.0,0.1,335,25.3,91,729,0.0
68t,2023-09-14 09:00:00,4.0,,1.0,,1.0,1.0,0.1,310,26.1,84,729,0.0
68t,2023-09-14 10:00:00,4.0,,1.0,,1.0,1.0,0.1,267,27.3,78,729,0.0
68t,2023-09-14 11:00:00,3.0,,3.0,,1.0,1.0,0.1,299,29.5,68,729,0.2
68t,2023-09-14 12:00:00,4.0,,4.0,,1.0,1.0,0.1,344,30.9,62,728,0.0
68t,2023-09-15 08:00:00,3.0,,,,1.0,,0.1,303,25.3,93,728,0.0
68t,2023-09-15 09:00:00,4.0,,2.0,,1.0,,0.0,277,27.3,79,728,0.0
68t,2023-09-15 10:00:00,4.0,,3.0,,1.0,,0.1,7,29.1,71,728,0.0
68t,2023-09-15 11:00:00,4.0,,4.0,,1.0,,0.3,25,30.4,66,728,0.0
68t,2023-09-15 12:00:00,3.0,,4.0,,1.0,,0.3,63,31.8,61,727,0.0
68t,2023-09-16 08:00:00,4.0,,,,1.0,1.0,0.2,18,25.4,89,728,0.0
68t,2023-09-16 09:00:00,3.0,,1.0,,1.0,,0.3,10,26.4,83,728,0.0
68t,2023-09-16 10:00:00,3.0,,1.0,,1.0,1.0,0.4,351,27.6,78,728,0.0
68t,2023-09-16 11:00:00,4.0,,2.0,,1.0,1.0,0.6,353,29.1,71,728,0.0
68t,2023-09-16 12:00:00,4.0,,3.0,,1.0,1.0,1.2,350,29.7,68,727,0.0
68t,2023-09-17 08:00:00,3.0,,,,1.0,1.0,0.1,24,24.7,99,728,0.0
68t,2023-09-17 09:00:00,4.0,,1.0,,1.0,1.0,0.1,32,25.0,96,728,0.0
68t,2023-09-17 10:00:00,4.0,,2.0,,1.0,1.0,0.2,84,25.5,92,728,0.0
68t,2023-09-17 11:00:00,4.0,,3.0,,1.0,1.0,0.3,102,27.1,82,728,0.0
68t,2023-09-17 12:00:00,4.0,,4.0,,1.0,1.0,0.5,82,28.7,73,727,0.0
68t,2023-09-18 08:00:00,4.0,,,,1.0,1.0,0.0,177,24.9,94,729,0.0
68t,2023-09-18 09:00:00,6.0,,1.0,,1.0,1.0,0.0,74,25.8,88,729,0.0
68t,2023-09-18 10:00:00,6.0,,3.0,,1.0,,0.6,105,28.2,74,729,0.0
68t,2023-09-18 11:00:00,5.0,,3.0,,1.0,1.0,0.9,105,29.0,69,729,0.0
68t,2023-09-18 12:00:00,4.0,,2.0,,1.0,1.0,1.6,122,29.3,68,729,0.0
68t,2023-09-19 08:00:00,4.0,,,,1.0,1.0,0.0,318,24.4,96,731,0.0
68t,2023-09-19 09:00:00,4.0,,,,1.0,,0.0,267,25.4,89,731,0.0
68t,2023-09-19 10:00:00,2.0,,1.0,,1.0,,0.0,337,26.6,80,731,0.0
68t,2023-09-19 11:00:00,3.0,,3.0,,1.0,1.0,0.1,313,28.5,72,731,0.0
68t,2023-09-19 12:00:00,4.0,,4.0,,1.0,,0.1,306,30.3,64,730,0.0
68t,2023-09-20 08:00:00,4.0,,,,1.0,,0.0,326,26.2,81,731,0.0
68t,2023-09-20 09:00:00,6.0,,1.0,,1.0,,0.0,300,27.9,74,731,0.0
68t,2023-09-20 10:00:00,9.0,,2.0,,1.0,,0.0,260,29.7,64,731,0.0
68t,2023-09-20 11:00:00,8.0,,5.0,,1.0,,0.0,131,30.5,62,731,0.0
68t,2023-09-20 12:00:00,6.0,,6.0,,,,0.1,287,31.1,59,730,0.0
68t,2023-09-21 08:00:00,3.0,,,,1.0,,0.0,279,26.5,81,731,0.0
68t,2023-09-21 09:00:00,2.0,,1.0,,1.0,,0.1,258,28.6,72,731,0.0
68t,2023-09-21 10:00:00,3.0,,2.0,,1.0,,0.1,261,30.8,64,731,0.0
68t,2023-09-21 11:00:00,6.0,,5.0,,,,0.2,330,32.1,59,730,0.0
68t,2023-09-21 12:00:00,6.0,,,,1.0,,0.0,186,33.3,56,729,0.0
68t,2023-09-22 08:00:00,7.0,,,,1.0,,0.0,136,26.3,85,730,0.0
68t,2023-09-22 09:00:00,9.0,,,,1.0,,0.0,0,0.0,0,0,0.0
68t,2023-09-22 10:00:00,13.0,,3.0,,,,0.0,257,30.2,68,730,0.0
68t,2023-09-22 11:00:00,13.0,,,,1.0,,0.0,183,32.5,59,730,0.0
68t,2023-09-22 12:00:00,8.0,,2.0,,1.0,,0.2,134,31.9,62,729,0.0
68t,2023-09-23 08:00:00,9.0,,1.0,,1.0,1.0,0.1,257,27.8,77,731,0.0
68t,2023-09-23 09:00:00,11.0,,3.0,,,,0.2,328,30.2,69,731,0.0
68t,2023-09-23 10:00:00,9.0,,,,1.0,,0.2,286,32.1,60,730,0.0
68t,2023-09-23 11:00:00,7.0,,3.0,,1.0,1.0,0.3,337,33.2,56,730,0.0
68t,2023-09-23 12:00:00,8.0,,6.0,,1.0,1.0,0.1,332,33.4,53,729,0.0
68t,2023-09-24 08:00:00,14.0,,1.0,,,,0.0,51,26.9,82,729,0.0
68t,2023-09-24 09:00:00,18.0,,,,1.0,,0.2,9,30.4,66,730,0.0
68t,2023-09-24 10:00:00,14.0,,3.0,,1.0,,0.3,70,32.6,59,729,0.0
68t,2023-09-24 11:00:00,15.0,,5.0,,1.0,,0.1,283,33.6,53,729,0.0
68t,2023-09-24 12:00:00,7.0,,8.0,,1.0,,0.2,101,33.2,53,728,0.0
68t,2023-09-25 08:00:00,13.0,,,,1.0,1.0,0.1,326,26.8,77,729,0.0
68t,2023-09-25 09:00:00,13.0,,2.0,,1.0,,0.1,269,30.1,64,729,0.0
68t,2023-09-25 10:00:00,16.0,,5.0,,1.0,1.0,0.1,279,31.6,59,729,0.0
68t,2023-09-25 11:00:00,14.0,,8.0,,1.0,1.0,0.1,314,33.3,53,728,0.0
68t,2023-09-25 12:00:00,9.0,,8.0,,1.0,1.0,0.0,278,34.4,51,727,0.0
68t,2023-09-26 08:00:00,12.0,,,,1.0,1.0,0.3,347,25.6,89,729,0.0
68t,2023-09-26 09:00:00,10.0,,,,1.0,1.0,0.1,347,27.4,78,729,0.0
68t,2023-09-26 10:00:00,9.0,,2.0,,1.0,1.0,0.1,353,28.1,75,729,0.0
68t,2023-09-26 11:00:00,8.0,,4.0,,1.0,1.0,0.2,342,29.8,67,728,0.0
68t,2023-09-26 12:00:00,8.0,,5.0,,1.0,1.0,0.1,345,30.4,66,727,0.0
68t,2023-09-27 08:00:00,16.0,,,,1.0,1.0,0.1,14,27.0,78,727,0.0
68t,2023-09-27 09:00:00,11.0,,,,1.0,1.0,0.1,353,27.5,75,727,0.0
68t,2023-09-27 10:00:00,15.0,,3.0,,1.0,1.0,0.1,341,29.9,66,727,0.0
68t,2023-09-27 11:00:00,15.0,,3.0,,1.0,,0.2,17,30.8,63,726,0.0
68t,2023-09-27 12:00:00,13.0,,4.0,,1.0,1.0,0.9,2,30.6,61,725,0.0
68t,2023-09-28 08:00:00,4.0,,,,1.0,1.0,0.2,14,24.9,91,727,0.0
68t,2023-09-28 09:00:00,2.0,,,,1.0,1.0,0.1,30,24.9,94,728,0.4
68t,2023-09-28 10:00:00,3.0,,1.0,,1.0,1.0,0.1,117,25.3,93,728,0.8
68t,2023-09-28 11:00:00,5.0,,1.0,,1.0,1.0,0.0,129,25.3,94,728,0.0
68t,2023-09-28 12:00:00,4.0,,2.0,,1.0,1.0,0.2,119,25.5,92,727,0.6
68t,2023-09-29 08:00:00,2.0,,,,1.0,,0.0,19,23.3,99,724,3.4
68t,2023-09-29 09:00:00,3.0,,,,1.0,,0.0,350,23.6,99,726,4.6
68t,2023-09-29 10:00:00,4.0,,,,1.0,,0.1,330,24.1,99,729,0.0
68t,2023-09-29 11:00:00,3.0,,,,1.0,,0.0,305,24.2,99,729,3.6
68t,2023-09-29 12:00:00,6.0,,,,1.0,,0.0,127,24.3,99,729,3.6
68t,2023-09-30 08:00:00,,,,,1.0,,0.1,283,24.3,97,737,0.0
68t,2023-09-30 09:00:00,,,,,1.0,,0.2,258,25.2,93,743,0.0
68t,2023-09-30 10:00:00,,,1.0,,1.0,,0.3,254,26.4,86,748,0.0
68t,2023-09-30 11:00:00,,,2.0,,1.0,1.0,0.1,207,27.9,78,741,0.0
68t,2023-09-30 12:00:00,,,1.0,,1.0,,0.2,199,27.0,82,723,0.0
68t,2023-10-01 08:00:00,,,1.0,,1.0,,0.0,281,26.3,82,730,0.0
68t,2023-10-01 09:00:00,,,1.0,,1.0,,0.0,243,27.1,78,730,0.0
68t,2023-10-01 10:00:00,,,2.0,,1.0,,0.2,238,30.2,66,730,0.0
68t,2023-10-01 11:00:00,,,3.0,,1.0,,0.2,264,30.4,64,730,0.0
68t,2023-10-01 12:00:00,,,3.0,,1.0,,0.5,260,31.2,62,728,0.0
68t,2023-10-02 08:00:00,,,,,1.0,,0.0,351,25.9,86,730,0.0
68t,2023-10-02 09:00:00,,,2.0,,1.0,,0.1,88,29.2,70,730,0.0
68t,2023-10-02 10:00:00,,,3.0,,1.0,,0.1,252,30.5,64,730,0.0
68t,2023-10-02 11:00:00,,,4.0,,1.0,,0.1,249,32.4,56,730,0.0
68t,2023-10-02 12:00:00,,,4.0,,1.0,,0.1,255,32.9,54,729,0.0
68t,2023-10-03 08:00:00,,,1.0,,1.0,1.0,0.1,221,28.0,71,731,0.0
68t,2023-10-03 09:00:00,,,3.0,,1.0,1.0,0.1,232,30.5,63,731,0.0
68t,2023-10-03 10:00:00,,,5.0,,1.0,1.0,0.0,314,30.5,61,731,0.0
68t,2023-10-03 11:00:00,,,7.0,,1.0,1.0,0.1,290,32.5,54,730,0.0
68t,2023-10-03 12:00:00,,,7.0,,1.0,1.0,0.2,265,33.6,51,729,0.0
68t,2023-10-04 08:00:00,7.0,,,,1.0,,0.0,291,27.5,79,731,0.0
68t,2023-10-04 09:00:00,8.0,,2.0,,1.0,,0.0,271,30.0,69,731,0.0
68t,2023-10-04 10:00:00,8.0,,3.0,,1.0,,0.3,288,31.4,63,730,0.0
68t,2023-10-04 11:00:00,7.0,,4.0,,1.0,,0.5,295,33.2,56,730,0.0
68t,2023-10-04 12:00:00,5.0,,4.0,,1.0,,0.2,60,33.6,54,729,0.0
68t,2023-10-05 08:00:00,8.0,,1.0,,1.0,,0.3,242,28.1,73,730,0.0
68t,2023-10-05 09:00:00,6.0,,2.0,,1.0,,0.3,282,30.6,64,730,0.0
68t,2023-10-05 10:00:00,8.0,,6.0,,1.0,,0.0,301,31.9,60,730,0.0
68t,2023-10-05 11:00:00,8.0,,4.0,,1.0,,0.1,280,32.5,58,729,0.0
68t,2023-10-05 12:00:00,6.0,,6.0,,1.0,,0.0,342,32.6,57,728,0.0
68t,2023-10-06 08:00:00,9.0,,,,1.0,1.0,0.0,286,26.7,83,730,0.0
68t,2023-10-06 09:00:00,13.0,,2.0,,1.0,1.0,0.0,21,29.1,72,730,0.0
68t,2023-10-06 10:00:00,14.0,,5.0,,1.0,1.0,0.1,337,31.7,61,729,0.0
68t,2023-10-06 11:00:00,11.0,,6.0,,1.0,1.0,0.0,307,33.2,55,729,0.0
68t,2023-10-06 12:00:00,8.0,,6.0,,1.0,,0.0,241,32.2,59,728,0.0
68t,2023-10-07 08:00:00,8.0,,1.0,,1.0,,0.3,4,23.4,98,730,4.0
68t,2023-10-07 09:00:00,8.0,,1.0,,1.0,,0.4,351,23.8,99,730,0.6
68t,2023-10-07 10:00:00,5.0,,1.0,,1.0,,0.5,338,25.3,95,730,0.0
68t,2023-10-07 11:00:00,4.0,,2.0,,1.0,,0.3,279,26.9,85,730,0.0
68t,2023-10-07 12:00:00,4.0,,2.0,,1.0,,0.1,159,26.2,86,729,0.4
68t,2023-10-08 08:00:00,7.0,,,,1.0,,0.2,297,25.9,86,730,0.0
68t,2023-10-08 09:00:00,8.0,,,,1.0,,0.1,110,26.8,81,731,0.0
68t,2023-10-08 10:00:00,6.0,,2.0,,1.0,,0.1,149,29.2,69,731,0.0
68t,2023-10-08 11:00:00,6.0,,3.0,,1.0,,0.2,126,30.6,63,730,0.0
68t,2023-10-08 12:00:00,4.0,,3.0,,1.0,,0.1,48,31.1,61,729,0.0
68t,2023-10-09 08:00:00,5.0,,1.0,,1.0,,0.1,116,25.3,91,731,0.0
68t,2023-10-09 09:00:00,4.0,,2.0,,1.0,,0.2,129,27.1,80,731,0.0
68t,2023-10-09 10:00:00,4.0,,1.0,,1.0,,0.2,246,27.1,80,731,0.0
68t,2023-10-09 11:00:00,4.0,,2.0,,1.0,,0.2,137,27.4,78,731,0.0
68t,2023-10-09 12:00:00,5.0,,4.0,,1.0,,1.6,121,28.5,69,730,0.0
68t,2023-10-10 08:00:00,5.0,,1.0,,1.0,,0.1,34,24.2,94,732,0.0
68t,2023-10-10 09:00:00,7.0,,,,1.0,,0.0,53,24.7,92,732,0.6
68t,2023-10-10 10:00:00,6.0,,2.0,,1.0,,0.0,118,25.3,89,732,0.0
68t,2023-10-10 11:00:00,7.0,,3.0,,1.0,,0.1,79,26.3,85,732,0.4
68t,2023-10-10 12:00:00,5.0,,4.0,,1.0,,0.0,80,26.7,83,731,0.0
68t,2023-10-11 08:00:00,11.0,,,,1.0,1.0,0.1,292,25.4,88,732,0.0
68t,2023-10-11 09:00:00,13.0,,2.0,,1.0,1.0,0.1,301,26.2,82,733,0.0
68t,2023-10-11 10:00:00,13.0,,1.0,,1.0,1.0,0.1,290,27.0,79,733,0.0
68t,2023-10-11 11:00:00,12.0,,3.0,,1.0,1.0,0.1,288,27.8,76,733,0.0
68t,2023-10-11 12:00:00,12.0,,6.0,,1.0,,0.2,303,28.8,70,732,0.0
68t,2023-10-12 08:00:00,4.0,,1.0,,1.0,,0.1,288,23.5,96,734,0.0
68t,2023-10-12 09:00:00,5.0,,2.0,,1.0,,0.3,304,24.5,91,734,0.0
68t,2023-10-12 10:00:00,7.0,,4.0,,1.0,1.0,0.4,279,25.8,83,734,0.0
68t,2023-10-12 11:00:00,6.0,,4.0,,1.0,,0.6,288,28.3,73,733,0.0
68t,2023-10-12 12:00:00,4.0,,6.0,,1.0,,0.4,270,29.2,69,733,0.0
68t,2023-10-13 08:00:00,8.0,,1.0,,1.0,,0.0,90,24.2,96,733,0.0
68t,2023-10-13 09:00:00,8.0,,3.0,,1.0,1.0,0.0,306,25.8,86,733,0.0
68t,2023-10-13 10:00:00,6.0,,4.0,,1.0,,0.0,303,27.9,76,733,0.0
68t,2023-10-13 11:00:00,8.0,,7.0,,1.0,1.0,0.0,320,29.3,69,732,0.0
68t,2023-10-13 12:00:00,9.0,,6.0,,,,0.3,127,28.8,72,731,0.0
68t,2023-10-14 08:00:00,7.0,,1.0,,1.0,,0.1,330,22.4,98,732,8.4
68t,2023-10-14 09:00:00,6.0,,1.0,,1.0,,0.1,356,23.1,98,732,0.2
68t,2023-10-14 10:00:00,4.0,,3.0,,1.0,,0.2,94,25.7,88,732,0.0
68t,2023-10-14 11:00:00,5.0,,4.0,,,,0.3,91,29.0,71,731,0.0
68t,2023-10-14 12:00:00,4.0,,,,1.0,,0.3,103,30.7,60,730,0.0
68t,2023-10-15 08:00:00,6.0,,,,1.0,,0.1,68,25.7,85,731,0.0
68t,2023-10-15 09:00:00,7.0,,2.0,,1.0,,0.0,284,27.7,74,731,0.0
68t,2023-10-15 10:00:00,3.0,,3.0,,,,0.5,280,29.8,67,731,0.0
68t,2023-10-15 11:00:00,3.0,,,,1.0,,0.1,343,31.2,59,730,0.0
68t,2023-10-15 12:00:00,5.0,,3.0,,1.0,,0.1,344,31.3,59,729,0.0
68t,2023-10-16 08:00:00,5.0,,,,1.0,,0.1,294,24.7,94,732,0.0
68t,2023-10-16 09:00:00,6.0,,1.0,,,,0.0,337,25.4,90,732,0.0
68t,2023-10-16 10:00:00,5.0,,,,1.0,,0.0,23,27.4,79,731,0.0
68t,2023-10-16 11:00:00,7.0,,2.0,,1.0,,0.2,353,28.7,72,731,0.0
68t,2023-10-16 12:00:00,8.0,,1.0,,1.0,,0.1,126,26.7,82,730,0.0
68t,2023-10-17 08:00:00,14.0,,,,,,0.0,243,24.8,89,732,0.0
68t,2023-10-17 09:00:00,11.0,,,,1.0,1.0,0.0,94,25.8,84,733,0.0
68t,2023-10-17 10:00:00,11.0,,2.0,,1.0,1.0,0.1,293,27.7,74,732,0.0
68t,2023-10-17 11:00:00,14.0,,5.0,,1.0,1.0,0.3,293,29.5,66,732,0.0
68t,2023-10-17 12:00:00,11.0,,7.0,,1.0,1.0,0.5,337,30.1,64,731,0.0
68t,2023-10-18 08:00:00,15.0,,,,1.0,,0.1,268,25.6,84,732,0.0
68t,2023-10-18 09:00:00,19.0,,,,1.0,,0.1,232,26.0,82,733,0.0
68t,2023-10-18 10:00:00,19.0,,3.0,,1.0,,0.0,40,30.1,67,732,0.0
68t,2023-10-18 11:00:00,16.0,,6.0,,1.0,,0.0,284,30.9,62,732,0.0
68t,2023-10-18 12:00:00,12.0,,7.0,,1.0,,0.2,270,31.6,55,731,0.0
68t,2023-10-19 08:00:00,17.0,,,,1.0,1.0,0.0,345,26.9,78,732,0.0
68t,2023-10-19 09:00:00,19.0,,2.0,,1.0,1.0,0.0,64,28.3,71,732,0.0
68t,2023-10-19 10:00:00,22.0,,4.0,,1.0,1.0,0.1,92,30.8,62,732,0.0
68t,2023-10-19 11:00:00,14.0,,5.0,,1.0,1.0,0.1,107,31.6,60,731,0.0
68t,2023-10-19 12:00:00,15.0,,7.0,,1.0,,0.1,259,32.5,56,730,0.0
68t,2023-10-20 08:00:00,17.0,,,,1.0,1.0,0.0,358,27.2,77,732,0.0
68t,2023-10-20 09:00:00,18.0,,2.0,,1.0,1.0,0.1,332,29.9,65,733,0.0
68t,2023-10-20 10:00:00,12.0,,3.0,,1.0,1.0,0.0,308,30.2,65,732,0.0
68t,2023-10-20 11:00:00,10.0,,6.0,,1.0,1.0,0.2,7,32.5,57,731,0.0
68t,2023-10-20 12:00:00,7.0,,7.0,,1.0,1.0,0.1,345,33.0,55,730,0.0
68t,2023-10-21 08:00:00,9.0,,1.0,,1.0,1.0,0.5,88,26.0,80,734,0.0
68t,2023-10-21 09:00:00,9.0,,1.0,,1.0,1.0,0.4,89,25.2,84,734,1.4
68t,2023-10-21 10:00:00,13.0,,4.0,,1.0,1.0,0.3,37,25.2,85,734,0.0
68t,2023-10-21 11:00:00,14.0,,5.0,,1.0,1.0,0.4,309,27.3,74,733,0.2
68t,2023-10-21 12:00:00,12.0,,7.0,,1.0,1.0,0.6,293,29.5,64,733,0.0
68t,2023-10-22 08:00:00,18.0,,1.0,,1.0,1.0,0.0,220,24.7,86,734,0.0
68t,2023-10-22 09:00:00,20.0,,1.0,,1.0,1.0,0.0,248,25.8,81,734,0.0
68t,2023-10-22 10:00:00,18.0,,3.0,,1.0,1.0,0.1,252,28.2,71,734,0.0
68t,2023-10-22 11:00:00,15.0,,5.0,,1.0,1.0,0.1,270,28.7,69,733,0.0
68t,2023-10-22 12:00:00,14.0,,6.0,,1.0,1.0,0.2,333,28.8,68,732,0.0
68t,2023-10-23 08:00:00,7.0,,3.0,,1.0,1.0,0.0,256,22.6,99,734,0.0
68t,2023-10-23 09:00:00,5.0,,3.0,,1.0,1.0,0.1,271,23.0,99,734,0.0
68t,2023-10-23 10:00:00,5.0,,4.0,,1.0,1.0,0.0,254,24.4,95,734,0.0
68t,2023-10-23 11:00:00,8.0,,6.0,,1.0,1.0,0.1,297,27.6,73,733,0.0
68t,2023-10-23 12:00:00,8.0,,7.0,,1.0,1.0,0.1,262,28.1,70,732,0.0
68t,2023-10-24 08:00:00,10.0,,,,1.0,,0.1,77,25.9,84,733,0.0
68t,2023-10-24 09:00:00,19.0,,2.0,,1.0,,0.0,317,27.6,75,733,0.0
68t,2023-10-24 10:00:00,21.0,,4.0,,1.0,,0.1,302,28.3,71,733,0.0
68t,2023-10-24 11:00:00,17.0,,8.0,,1.0,,0.1,16,29.5,66,732,0.0
68t,2023-10-24 12:00:00,17.0,,9.0,,1.0,,0.0,300,29.2,66,731,0.0
69t,2023-08-01 08:00:00,16.0,,11.0,,5.0,,0.8,217,27.1,89,741,0.0
69t,2023-08-01 09:00:00,21.0,,12.0,,4.0,,1.2,200,27.6,86,742,0.0
69t,2023-08-01 10:00:00,19.0,,17.0,,2.0,,1.7,192,28.2,84,742,0.0
69t,2023-08-01 11:00:00,15.0,,19.0,,2.0,,1.4,199,28.7,84,741,0.0
69t,2023-08-01 12:00:00,13.0,,27.0,,2.0,,1.6,190,30.0,77,741,0.0
69t,2023-08-02 08:00:00,18.0,,15.0,,2.0,,1.1,204,28.0,85,741,0.0
69t,2023-08-02 09:00:00,20.0,,19.0,,3.0,,1.3,213,28.9,79,742,0.0
69t,2023-08-02 10:00:00,13.0,,23.0,,3.0,,1.4,211,30.1,74,742,0.0
69t,2023-08-02 11:00:00,15.0,,24.0,,1.0,,1.9,193,31.9,66,741,0.0
69t,2023-08-02 12:00:00,18.0,,25.0,,2.0,,1.9,196,31.4,65,741,0.0
69t,2023-08-03 08:00:00,18.0,,15.0,,4.0,,1.4,199,27.8,80,741,0.0
69t,2023-08-03 09:00:00,11.0,,17.0,,5.0,,1.4,207,28.5,76,741,0.0
69t,2023-08-03 10:00:00,11.0,,19.0,,4.0,,1.3,215,28.8,74,741,0.0
69t,2023-08-03 11:00:00,11.0,,19.0,,4.0,,1.1,222,29.5,73,741,0.0
69t,2023-08-03 12:00:00,11.0,,24.0,,3.0,,1.4,183,31.2,67,741,0.0
69t,2023-08-04 08:00:00,13.0,,15.0,,4.0,,1.5,216,27.1,77,742,0.0
69t,2023-08-04 09:00:00,11.0,,17.0,,4.0,,1.6,221,28.2,74,743,0.0
69t,2023-08-04 10:00:00,11.0,,19.0,,3.0,,1.5,216,28.5,73,743,0.0
69t,2023-08-04 11:00:00,12.0,,22.0,,4.0,,1.9,193,29.6,70,743,0.0
69t,2023-08-04 12:00:00,14.0,,24.0,,2.0,,1.9,177,28.8,74,743,0.0
69t,2023-08-05 08:00:00,18.0,,8.0,,6.0,,1.0,191,25.3,91,743,0.0
69t,2023-08-05 09:00:00,20.0,,12.0,,4.0,,1.4,212,25.9,88,744,0.0
69t,2023-08-05 10:00:00,15.0,,15.0,,4.0,,1.4,206,26.7,85,744,0.0
69t,2023-08-05 11:00:00,18.0,,18.0,,3.0,,1.6,217,27.0,83,744,0.0
69t,2023-08-05 12:00:00,16.0,,17.0,,4.0,,1.3,208,26.9,84,743,0.0
69t,2023-08-06 08:00:00,9.0,,9.0,,2.0,,0.4,215,25.9,90,742,0.0
69t,2023-08-06 09:00:00,17.0,,12.0,,2.0,,0.5,191,26.9,86,742,0.0
69t,2023-08-06 10:00:00,13.0,,13.0,,3.0,,1.2,197,27.0,84,742,0.0
69t,2023-08-06 11:00:00,11.0,,15.0,,2.0,,1.5,195,26.7,83,742,0.0
69t,2023-08-06 12:00:00,11.0,,16.0,,2.0,,1.3,199,27.1,84,742,0.0
69t,2023-08-07 08:00:00,17.0,,13.0,,5.0,,1.7,211,25.0,90,741,0.0
69t,2023-08-07 09:00:00,13.0,,14.0,,5.0,,1.3,211,25.9,87,741,0.0
69t,2023-08-07 10:00:00,15.0,,18.0,,3.0,,1.6,202,27.3,83,741,0.0
69t,2023-08-07 11:00:00,13.0,,19.0,,2.0,,2.0,187,27.7,80,741,0.0
69t,2023-08-07 12:00:00,11.0,,20.0,,1.0,,2.1,182,27.9,79,741,0.0
69t,2023-08-08 08:00:00,13.0,,8.0,,5.0,,0.9,181,25.0,91,742,1.6
69t,2023-08-08 09:00:00,13.0,,11.0,,3.0,,0.9,188,25.5,91,742,1.2
69t,2023-08-08 10:00:00,11.0,,14.0,,3.0,,1.3,193,26.1,89,742,0.2
69t,2023-08-08 11:00:00,12.0,,17.0,,2.0,,2.0,188,26.5,87,742,0.4
69t,2023-08-08 12:00:00,13.0,,16.0,,2.0,,1.9,186,26.1,88,742,1.0
69t,2023-08-09 08:00:00,13.0,,10.0,,5.0,,1.3,215,25.8,90,743,0.0
69t,2023-08-09 09:00:00,14.0,,16.0,,3.0,,1.7,202,27.0,85,744,0.0
69t,2023-08-09 10:00:00,13.0,,20.0,,2.0,,2.0,186,28.0,79,744,0.0
69t,2023-08-09 11:00:00,14.0,,22.0,,1.0,,1.8,189,29.8,71,743,0.0
69t,2023-08-09 12:00:00,10.0,,24.0,,1.0,,1.8,186,30.4,68,743,0.0
69t,2023-08-10 08:00:00,13.0,,19.0,,4.0,,1.2,194,27.0,82,743,0.0
69t,2023-08-10 09:00:00,12.0,,26.0,,2.0,,1.5,209,28.8,73,743,0.0
69t,2023-08-10 10:00:00,12.0,,31.0,,2.0,,1.8,182,30.7,66,743,0.0
69t,2023-08-10 11:00:00,13.0,,31.0,,1.0,,1.6,187,32.3,59,743,0.0
69t,2023-08-10 12:00:00,13.0,,33.0,,2.0,,1.5,189,33.6,52,742,0.0
69t,2023-08-11 08:00:00,24.0,,17.0,,5.0,,1.6,188,27.7,82,742,0.0
69t,2023-08-11 09:00:00,16.0,,29.0,,2.0,,1.5,187,30.0,70,742,0.0
69t,2023-08-11 10:00:00,12.0,,36.0,,1.0,,1.7,188,31.9,60,742,0.0
69t,2023-08-11 11:00:00,12.0,,38.0,,1.0,,1.3,177,33.0,55,742,0.0
